Agency,Agency_Type,Dist_Channel,Prod_Name,Claim,Duration,Destination,Net_Sales,Commission,Age
7,1,1,10,0,8,118,27,0,36
7,1,1,10,0,58,140,10,0,36
7,1,1,0,0,9,118,20,0,36
7,1,1,0,0,6,118,20,0,36
7,1,1,0,0,2,118,20,0,41
7,1,1,0,0,2,79,20,0,36
7,1,1,0,0,33,53,20,0,36
7,1,1,0,0,36,OTHERS,20,0,36
7,1,1,0,0,42,118,20,0,36
7,1,1,0,0,6,79,20,0,36
7,1,1,0,0,4,118,20,0,36
7,1,1,0,0,21,57,20,0,31
7,1,1,0,0,10,79,20,0,36
7,1,1,0,0,6,118,20,0,36
7,1,1,0,0,2,26,24,0,36
7,1,1,0,0,30,OTHERS,20,0,36
8,0,1,25,0,0,56,31,12.4,36
8,0,1,25,0,53,56,72,28.8,36
8,0,1,25,0,66,56,27,96,36
12,0,1,25,0,7,OTHERS,15,6,35
12,0,1,25,0,5,79,15,6,38
11,1,1,6,0,22,140,27,210.21,32
11,1,1,19,0,18,4,42,27.3,40
11,1,1,19,0,5,26,42,27.3,46
11,1,1,18,0,7,140,48.5,31.53,40
13,0,1,22,0,22,118,12.87,3.61,48
13,0,1,22,0,33,118,0.83,0.23,48
13,0,1,22,0,33,118,0.83,0.23,48
13,0,1,22,0,32,118,0.83,0.23,48
13,0,1,22,0,38,118,0.83,0.23,48
13,0,1,22,0,38,118,0.83,0.23,48
13,0,1,22,0,31,118,0.83,0.23,48
13,0,1,22,0,35,118,0.83,0.23,48
13,0,1,22,0,35,118,0.83,0.23,48
13,0,1,22,0,34,118,0.83,0.23,48
13,0,1,22,0,36,118,0.83,0.23,48
13,0,1,22,0,22,118,13.12,3.68,48
13,0,1,22,0,22,118,15.69,4.4,48
13,0,1,22,0,22,118,15.69,4.4,48
13,0,1,22,0,31,118,0.92,0.26,48
13,0,1,22,0,32,118,9.77,2.74,48
13,0,1,22,0,38,118,0.92,0.26,48
13,0,1,22,0,32,118,0.92,0.26,48
9,0,1,8,0,34,129,22,7.7,36
9,0,1,8,0,9,26,22,7.7,27
9,0,1,8,0,70,57,47,16.45,30
9,0,1,8,0,5,26,26,9.1,41
9,0,1,8,0,11,26,26,9.1,43
9,0,1,8,0,1,57,18,6.3,25
9,0,1,8,0,18,129,18,6.3,36
9,0,1,8,0,18,129,18,6.3,42
9,0,1,8,0,13,26,26,9.1,49
9,0,1,8,0,54,4,44,15.4,36
9,0,1,8,0,8,79,22,7.7,34
9,0,1,8,0,38,26,26,9.1,37
9,0,1,25,0,66,OTHERS,58,20.3,36
9,0,1,25,0,57,4,45,15.75,28
9,0,1,25,0,5,26,45,15.75,32
9,0,1,25,0,7,26,45,15.75,51
9,0,1,25,0,31,OTHERS,58,20.3,30
4,1,0,12,0,72,79,29,9.57,36
4,1,0,12,0,4,79,29,9.57,36
9,0,0,8,0,20,OTHERS,35,12.25,41
5,1,0,12,0,88,79,29,9.57,36
0,1,1,25,0,34,OTHERS,75,28.5,36
1,0,1,2,0,36,129,46.49,16.27,48
1,0,1,2,0,36,129,39.76,13.92,48
2,0,1,9,0,5,118,21,5.25,33
2,0,1,9,0,9,118,27,6.75,33
2,0,1,9,0,10,118,0,4.8,51
2,0,1,9,0,56,118,86,21.5,38
2,0,1,9,0,8,118,16,4,47
2,0,1,9,0,18,118,33.5,8.38,36
2,0,1,9,0,10,118,27,6.75,53
2,0,1,17,0,6,118,29,7.25,34
2,0,1,17,0,10,118,39,9.75,30
2,0,1,17,0,49,118,74.4,18.6,30
2,0,1,17,0,5,118,29,7.25,36
2,0,1,17,0,7,118,34.8,8.7,43
2,0,1,17,0,4,118,29,7.25,38
2,0,1,4,0,22,118,27,40.25,39
2,0,1,4,0,22,118,27,54,46
2,0,1,4,0,22,118,27,64.8,34
2,0,1,4,0,22,118,27,54,29
2,0,1,4,0,22,118,27,54,50
2,0,1,4,0,22,118,27,64.8,39
6,1,1,16,0,60,4,89.1,53.46,36
6,1,1,16,0,11,4,49.5,29.7,31
6,1,1,16,0,46,4,69.3,41.58,43
6,1,1,16,0,22,4,27,59.4,36
6,1,1,16,0,58,79,39.6,23.76,41
6,1,1,16,0,59,4,27,83.16,54
6,1,1,16,0,32,79,29.7,17.82,31
6,1,1,16,0,80,129,29.7,17.82,38
6,1,1,16,0,58,79,39.6,23.76,45
6,1,1,16,0,30,4,27,77.22,38
6,1,1,16,0,55,OTHERS,59.4,35.64,49
6,1,1,16,0,43,4,27,112.86,49
6,1,1,16,0,9,OTHERS,29.7,17.82,34
6,1,1,16,0,6,129,29.7,17.82,31
6,1,1,16,0,53,OTHERS,79.2,47.52,40
7,1,1,1,0,62,OTHERS,34,0,36
7,1,1,1,0,31,OTHERS,31,0,36
7,1,1,1,0,24,4,63,0,36
7,1,1,1,0,41,26,33,0,36
7,1,1,1,0,35,129,37,0,32
7,1,1,1,0,4,79,20,0,36
7,1,1,1,0,113,129,28,0,36
7,1,1,1,0,31,53,46,0,36
7,1,1,1,0,43,OTHERS,49,0,36
7,1,1,1,0,22,79,20,0,36
7,1,1,1,0,15,4,54,0,36
7,1,1,1,0,66,129,29,0,36
7,1,1,1,0,39,OTHERS,33,0,36
7,1,1,1,0,4,79,20,0,41
7,1,1,1,0,12,OTHERS,51,0,36
7,1,1,1,0,81,102,32,0,36
7,1,1,1,0,4,79,20,0,36
7,1,1,1,0,30,129,20,0,36
7,1,1,1,0,39,4,75,0,36
7,1,1,1,0,23,53,25,0,36
7,1,1,1,0,117,56,30,0,36
7,1,1,1,0,11,56,25,0,36
7,1,1,1,0,114,129,20,0,25
7,1,1,1,0,17,OTHERS,27,0,36
7,1,1,1,0,41,118,20,0,36
7,1,1,1,0,6,102,27,0,36
7,1,1,1,0,31,53,28,0,36
7,1,1,1,0,29,56,34,0,36
7,1,1,1,0,5,79,34,0,36
7,1,1,1,0,14,140,27,0,34
7,1,1,1,0,68,79,20,0,36
7,1,1,1,0,22,140,91,0,45
7,1,1,1,0,6,4,80,0,36
7,1,1,1,0,84,56,20,0,36
7,1,1,1,0,17,OTHERS,77,0,36
7,1,1,1,0,25,129,34,0,36
7,1,1,1,0,22,OTHERS,20,0,36
7,1,1,1,0,22,53,47,0,36
7,1,1,1,0,5,53,25,0,40
7,1,1,1,0,68,118,27,0,36
7,1,1,1,0,68,140,73,0,40
7,1,1,1,0,7,129,20,0,43
7,1,1,1,0,9,56,27,0,36
7,1,1,1,0,68,140,69,0,40
7,1,1,1,0,58,OTHERS,0,0,36
7,1,1,1,0,24,102,20,0,36
7,1,1,10,0,14,129,21,0,47
7,1,1,10,0,5,118,10,0,36
7,1,1,10,0,37,OTHERS,80,0,36
7,1,1,10,0,5,57,18,0,23
7,1,1,10,0,17,OTHERS,80,0,36
7,1,1,10,0,11,53,10,0,30
7,1,1,10,0,5,57,27,0,36
7,1,1,10,0,4,57,10,0,36
7,1,1,10,0,2,56,0,0,36
7,1,1,10,0,44,140,77,0,49
7,1,1,10,0,15,102,44,0,36
7,1,1,10,0,14,53,20,0,36
7,1,1,10,0,6,118,10,0,46
7,1,1,10,0,64,140,27,0,36
7,1,1,10,0,118,OTHERS,36,0,36
7,1,1,10,0,48,OTHERS,80,0,29
7,1,1,10,0,7,OTHERS,12,0,36
7,1,1,10,0,6,79,13,0,36
7,1,1,10,0,16,129,25,0,36
7,1,1,10,0,17,OTHERS,26,0,36
7,1,1,10,0,116,79,11,0,36
7,1,1,10,0,38,118,26,0,36
7,1,1,10,0,38,4,58,0,36
7,1,1,10,0,16,26,21,0,36
7,1,1,10,0,27,56,21,0,36
7,1,1,10,0,32,56,22,0,25
7,1,1,10,0,14,140,69,0,32
7,1,1,10,0,50,118,11,0,23
7,1,1,10,0,29,118,10,0,23
7,1,1,10,0,16,26,38,0,36
7,1,1,10,0,4,OTHERS,13,0,36
7,1,1,10,0,9,79,10,0,30
7,1,1,10,0,64,OTHERS,58,0,36
7,1,1,10,0,4,26,44,0,36
7,1,1,10,0,26,118,36,0,36
7,1,1,10,0,54,OTHERS,10,0,36
7,1,1,10,0,67,4,69,0,36
7,1,1,10,0,21,79,10,0,36
7,1,1,10,0,23,OTHERS,33,0,36
7,1,1,10,0,17,129,17,0,36
7,1,1,10,0,75,57,10,0,31
7,1,1,10,0,72,118,80,0,36
7,1,1,10,0,4,26,56,0,36
7,1,1,10,0,22,102,15,0,36
7,1,1,10,0,67,OTHERS,35,0,36
7,1,1,10,0,72,OTHERS,10,0,36
7,1,1,10,0,40,102,12,0,36
7,1,1,10,0,53,OTHERS,41,0,36
7,1,1,10,0,59,OTHERS,22,0,36
7,1,1,10,0,7,140,36,0,25
7,1,1,10,0,116,79,10,0,36
7,1,1,10,0,8,OTHERS,12,0,36
7,1,1,10,0,22,118,37,0,36
7,1,1,10,0,11,26,26,0,36
7,1,1,0,0,10,118,20,0,41
7,1,1,0,0,12,118,45,0,27
7,1,1,0,0,10,118,20,0,36
7,1,1,0,0,3,26,20,0,36
7,1,1,0,0,8,OTHERS,20,0,36
7,1,1,0,0,9,79,20,0,45
8,0,1,25,0,38,56,39,15.6,36
8,0,1,25,0,62,56,31,12.4,36
8,0,1,25,0,96,56,31,12.4,36
8,0,1,25,0,5,56,31,12.4,36
8,0,1,25,0,45,56,50,20,36
8,0,1,25,0,64,56,31,12.4,36
10,1,1,25,0,36,OTHERS,58,22.04,48
10,1,1,25,0,32,57,48,18.24,48
10,1,1,15,0,24,57,29,11.02,48
12,0,1,25,0,10,OTHERS,23,9.2,38
12,0,1,25,0,26,OTHERS,23,9.2,39
12,0,1,25,0,11,OTHERS,31,12.4,36
12,0,1,25,0,10,OTHERS,23,9.2,32
12,0,1,25,0,60,OTHERS,15,6,38
12,0,1,25,0,17,OTHERS,15,6,50
12,0,1,25,0,2,OTHERS,15,6,50
12,0,1,25,0,14,OTHERS,15,6,27
11,1,1,18,0,53,OTHERS,44,28.6,36
11,1,1,18,0,21,OTHERS,76.5,49.73,36
11,1,1,19,0,3,79,26.5,17.23,32
13,0,1,22,0,22,118,13.12,3.68,48
13,0,1,22,0,22,118,4.12,1.16,48
13,0,1,22,0,94,118,0.84,0.24,48
9,0,1,8,0,14,26,26,9.1,51
9,0,1,8,0,66,129,22,7.7,36
9,0,1,8,0,37,129,18,6.3,36
9,0,1,8,0,36,OTHERS,35,12.25,27
9,0,1,8,0,36,OTHERS,0,12.25,48
9,0,1,8,0,55,129,22,7.7,36
9,0,1,8,0,36,OTHERS,35,12.25,48
9,0,1,8,0,31,57,18,6.3,44
9,0,1,8,0,51,57,30,10.5,36
9,0,1,8,0,22,57,30,10.5,36
9,0,1,8,0,6,26,22,7.7,31
9,0,1,8,0,45,OTHERS,18,6.3,49
9,0,1,8,0,35,102,18,6.3,27
9,0,1,8,0,13,OTHERS,18,6.3,26
9,0,1,8,0,6,57,18,6.3,36
9,0,1,8,0,63,OTHERS,22,7.7,36
9,0,1,8,0,38,OTHERS,44,15.4,42
9,0,1,8,0,64,129,22,7.7,36
9,0,1,8,0,37,26,26,9.1,36
9,0,1,8,0,25,79,22,7.7,42
9,0,1,25,0,7,79,26,9.1,36
9,0,1,25,0,72,140,96,33.6,42
1,0,1,2,0,35,129,82.43,28.85,48
2,0,1,9,0,15,118,33.5,8.38,44
2,0,1,9,0,1,118,35,8.75,35
2,0,1,9,0,34,118,56.5,14.13,31
2,0,1,9,0,9,118,20,5,27
2,0,1,9,0,72,118,69.5,17.38,30
2,0,1,9,0,44,118,16,4,44
2,0,1,9,0,2,118,16.2,4.05,53
2,0,1,9,0,6,118,21,5.25,29
2,0,1,9,0,8,118,13.5,3.38,29
2,0,1,9,0,25,118,65,16.25,36
2,0,1,9,0,39,118,45.5,11.38,36
2,0,1,9,0,5,118,16,4,37
2,0,1,9,0,2,118,27,6.75,37
2,0,1,9,0,5,118,16,4,38
2,0,1,17,0,4,118,29,7.25,38
2,0,1,17,0,12,118,62,15.5,35
2,0,1,17,0,7,118,35.4,8.85,33
2,0,1,17,0,7,118,46.8,11.7,33
2,0,1,17,0,108,118,39,9.75,26
2,0,1,17,0,107,118,0,9.75,26
2,0,1,13,0,33,118,42.5,10.63,30
2,0,1,4,0,22,118,27,54,36
2,0,1,4,0,22,118,27,54,36
2,0,1,4,0,22,118,27,54,46
2,0,1,4,0,22,118,27,54,40
2,0,1,4,0,22,118,27,54,35
2,0,1,4,0,22,118,27,54,46
2,0,1,4,0,22,118,27,64.8,47
6,1,1,16,0,29,79,9.9,5.94,51
6,1,1,16,0,52,4,39.6,23.76,31
6,1,1,16,0,9,129,39.6,23.76,51
6,1,1,16,0,36,OTHERS,69.3,41.58,36
6,1,1,16,0,11,4,39.6,23.76,47
6,1,1,16,0,36,4,89.1,53.46,31
6,1,1,16,0,17,79,39.6,23.76,46
6,1,1,16,0,23,OTHERS,27,100.98,31
6,1,1,16,0,10,OTHERS,29.7,17.82,30
6,1,1,16,0,7,OTHERS,59.4,35.64,28
6,1,1,16,0,35,4,89.1,53.46,36
6,1,1,16,0,115,4,39.6,23.76,50
6,1,1,16,0,1,79,9.9,5.94,30
6,1,1,16,0,44,OTHERS,89.1,53.46,50
6,1,1,16,0,22,4,59.4,35.64,31
6,1,1,16,0,4,79,19.8,11.88,34
6,1,1,16,0,28,OTHERS,27,59.4,36
7,1,1,1,0,35,57,76,0,36
7,1,1,1,0,13,53,0,0,36
7,1,1,1,0,11,53,69,0,36
7,1,1,1,0,11,53,52,0,36
7,1,1,1,0,3,26,32,0,36
7,1,1,1,0,7,OTHERS,27,0,36
7,1,1,1,0,13,79,20,0,54
7,1,1,1,0,34,OTHERS,34,0,29
7,1,1,1,0,53,OTHERS,20,0,29
7,1,1,1,0,15,OTHERS,70,0,36
7,1,1,1,0,14,OTHERS,27,0,36
7,1,1,1,0,18,OTHERS,38,0,32
7,1,1,1,0,13,79,20,0,36
7,1,1,1,0,9,129,27,0,36
7,1,1,1,0,11,102,21,0,36
7,1,1,1,0,23,140,27,0,28
7,1,1,1,0,49,OTHERS,27,0,36
7,1,1,1,0,9,129,24,0,36
7,1,1,1,0,4,57,20,0,36
7,1,1,1,0,7,57,27,0,36
7,1,1,1,0,16,26,46,0,36
7,1,1,1,0,5,79,20,0,36
7,1,1,1,0,67,OTHERS,60,0,36
7,1,1,1,0,16,57,20,0,36
7,1,1,1,0,22,140,80,0,38
7,1,1,1,0,69,OTHERS,20,0,47
7,1,1,1,0,9,53,45,0,36
7,1,1,1,0,15,53,28,0,36
7,1,1,1,0,14,26,45,0,36
7,1,1,1,0,60,79,55,0,48
7,1,1,1,0,22,53,43,0,36
7,1,1,1,0,37,102,20,0,36
7,1,1,1,0,22,OTHERS,95,0,36
7,1,1,1,0,22,OTHERS,35,0,36
7,1,1,1,0,71,57,33,0,36
7,1,1,1,0,24,26,27,0,36
7,1,1,1,0,66,26,30,0,36
7,1,1,1,0,34,140,27,0,36
7,1,1,1,0,11,53,57,0,36
7,1,1,10,0,28,53,20,0,36
7,1,1,10,0,7,118,10,0,36
7,1,1,10,0,8,26,10,0,27
7,1,1,10,0,36,OTHERS,33,0,36
7,1,1,10,0,19,118,10,0,25
7,1,1,10,0,66,79,11,0,36
7,1,1,10,0,32,102,10,0,36
7,1,1,10,0,34,OTHERS,24,0,29
7,1,1,10,0,3,118,12,0,36
7,1,1,10,0,17,53,20,0,36
7,1,1,10,0,3,OTHERS,16,0,36
7,1,1,10,0,14,56,31,0,36
7,1,1,10,0,40,102,10,0,36
7,1,1,10,0,18,129,10,0,36
7,1,1,10,0,6,118,10,0,36
7,1,1,10,0,14,79,10,0,42
7,1,1,10,0,24,53,20,0,36
7,1,1,10,0,30,26,29,0,36
7,1,1,10,0,36,57,10,0,36
7,1,1,10,0,24,53,18,0,36
7,1,1,10,0,6,129,10,0,31
7,1,1,10,0,84,140,14,0,33
7,1,1,10,0,63,OTHERS,58,0,36
7,1,1,10,0,22,OTHERS,80,0,36
7,1,1,10,0,3,79,17,0,36
7,1,1,10,0,4,79,10,0,45
7,1,1,10,0,14,OTHERS,21,0,36
7,1,1,10,0,8,129,56,0,36
7,1,1,10,0,83,118,35,0,36
7,1,1,10,0,7,OTHERS,11,0,36
7,1,1,10,0,11,26,15,0,36
7,1,1,10,0,14,79,24,0,49
7,1,1,10,0,7,118,10,0,36
7,1,1,10,0,23,129,18,0,27
7,1,1,10,0,10,118,15,0,27
7,1,1,10,0,14,26,22,0,36
7,1,1,10,0,44,118,80,0,36
7,1,1,10,0,6,OTHERS,10,0,36
7,1,1,10,0,7,140,10,0,50
7,1,1,10,0,6,OTHERS,53,0,36
7,1,1,10,0,3,26,16,0,36
7,1,1,10,0,41,102,10,0,36
7,1,1,10,0,1,OTHERS,10,0,36
7,1,1,10,0,4,79,10,0,33
7,1,1,10,0,4,OTHERS,10,0,40
7,1,1,10,0,43,OTHERS,60,0,36
7,1,1,10,0,16,26,15,0,36
7,1,1,10,0,48,57,16,0,36
7,1,1,10,0,39,OTHERS,23,0,36
7,1,1,10,0,11,26,11,0,36
7,1,1,10,0,56,56,11,0,34
7,1,1,10,0,56,56,10,0,36
7,1,1,10,0,73,129,16,0,36
7,1,1,10,0,4,56,76,0,36
7,1,1,10,0,12,56,27,0,36
7,1,1,10,0,8,118,10,0,36
7,1,1,10,0,24,26,15,0,36
7,1,1,10,0,56,56,10,0,36
7,1,1,10,0,2,118,10,0,36
7,1,1,10,0,85,102,14,0,36
7,1,1,10,0,50,129,29,0,52
7,1,1,10,0,55,56,27,0,36
7,1,1,10,0,14,OTHERS,23,0,36
7,1,1,0,0,30,57,20,0,36
7,1,1,0,0,14,102,20,0,36
7,1,1,0,0,58,118,28,0,26
7,1,1,0,0,4,26,23,0,36
7,1,1,0,0,10,OTHERS,20,0,36
7,1,1,0,0,2,26,55,0,35
7,1,1,0,0,2,140,27,0,34
7,1,1,0,0,1,79,20,0,36
7,1,1,0,0,2,79,20,0,36
7,1,1,0,0,51,OTHERS,26,0,36
7,1,1,0,0,34,56,20,0,32
8,0,1,25,0,9,56,31,12.4,36
8,0,1,25,0,22,56,31,12.4,36
8,0,1,25,0,75,56,62,24.8,36
10,1,1,25,0,10,57,28,10.64,48
10,1,1,25,0,10,57,28,10.64,48
12,0,1,25,0,14,OTHERS,31,12.4,33
12,0,1,25,0,7,OTHERS,15,6,26
11,1,1,5,0,22,26,27,132.99,29
11,1,1,18,0,31,OTHERS,58.5,38.02,36
11,1,1,18,0,9,129,26.5,17.23,44
11,1,1,18,0,19,OTHERS,40,26,36
13,0,1,22,0,22,118,13.12,3.68,48
13,0,1,22,0,36,118,0.88,0.25,48
13,0,1,22,0,30,118,0.88,0.25,48
13,0,1,22,0,31,118,0.88,0.25,48
13,0,1,22,0,29,118,2.76,0.77,48
13,0,1,22,0,22,118,13.12,3.68,48
9,0,1,8,0,9,79,18,6.3,36
9,0,1,8,0,22,129,22,7.7,30
9,0,1,8,0,15,129,22,7.7,43
9,0,1,8,0,44,57,30,10.5,36
9,0,1,8,0,69,56,40,14,39
9,0,1,8,0,23,OTHERS,22,7.7,39
9,0,1,8,0,22,26,40,14,28
9,0,1,8,0,21,4,40,14,36
9,0,1,8,0,8,OTHERS,18,6.3,32
9,0,1,8,0,14,79,33,11.55,45
9,0,1,8,0,18,OTHERS,33,11.55,31
9,0,1,8,0,50,53,26,9.1,49
9,0,1,8,0,13,129,22,7.7,36
9,0,1,8,0,62,OTHERS,87,30.45,38
9,0,1,8,0,43,53,26,9.1,51
9,0,1,25,0,9,OTHERS,45,15.75,36
9,0,1,25,0,62,4,83,29.05,36
9,0,1,25,0,24,140,0,19.25,24
9,0,1,25,0,7,57,0,9.1,39
4,1,0,12,0,50,129,29,9.57,36
7,1,0,1,0,16,OTHERS,39,0,36
2,0,1,9,0,30,118,40,10,29
2,0,1,9,0,8,118,24,6,26
2,0,1,9,0,8,118,19.2,4.8,29
2,0,1,9,0,30,118,33.5,8.38,26
2,0,1,9,0,9,118,21,5.25,27
2,0,1,17,0,17,118,48.5,12.13,36
2,0,1,17,0,33,118,74.5,18.63,32
2,0,1,17,0,6,118,29.5,7.38,32
2,0,1,17,0,42,118,27,53.25,29
2,0,1,17,0,4,118,29,7.25,40
2,0,1,17,0,9,118,22.5,5.63,55
2,0,1,17,0,10,118,39,9.75,40
2,0,1,17,0,10,118,39,9.75,39
2,0,1,13,0,13,118,88,22,41
2,0,1,4,0,22,118,27,64.8,30
2,0,1,4,0,22,118,27,64.8,30
2,0,1,4,0,22,118,27,54,48
2,0,1,4,0,22,118,27,54,37
2,0,1,4,0,22,118,27,64.8,36
2,0,1,4,0,22,118,0,48.3,36
6,1,1,16,0,17,OTHERS,69.3,41.58,38
6,1,1,16,0,23,OTHERS,29.7,17.82,32
6,1,1,16,0,22,79,0,17.82,29
6,1,1,16,0,48,4,59.4,35.64,45
6,1,1,16,0,33,4,19.8,11.88,55
6,1,1,16,0,3,79,19.8,11.88,54
6,1,1,16,0,39,OTHERS,39.6,23.76,31
6,1,1,16,0,28,129,19.8,11.88,50
6,1,1,16,0,19,4,49.5,29.7,41
6,1,1,16,0,9,4,9.9,5.94,38
6,1,1,16,0,10,79,39.6,23.76,31
6,1,1,16,0,44,OTHERS,29.7,17.82,55
6,1,1,16,0,4,4,29.7,17.82,37
6,1,1,16,0,23,4,69.3,41.58,31
6,1,1,16,0,21,OTHERS,79.2,47.52,36
6,1,1,16,0,31,4,79.2,47.52,41
7,1,1,1,0,86,OTHERS,20,0,36
7,1,1,1,0,21,53,25,0,36
7,1,1,1,0,3,79,20,0,36
7,1,1,1,0,70,118,27,0,36
7,1,1,1,0,48,129,50,0,36
7,1,1,1,0,23,129,20,0,36
7,1,1,1,0,39,26,34,0,36
7,1,1,1,0,10,129,20,0,36
7,1,1,1,0,37,129,20,0,36
7,1,1,1,0,38,26,35,0,36
7,1,1,1,0,31,118,34,0,36
7,1,1,1,0,55,57,35,0,36
7,1,1,1,0,9,OTHERS,71,0,36
7,1,1,1,0,3,79,24,0,36
7,1,1,1,0,19,OTHERS,83,0,36
7,1,1,1,0,15,OTHERS,20,0,36
7,1,1,1,0,16,4,67,0,36
7,1,1,1,0,35,79,20,0,36
7,1,1,1,0,73,118,27,0,36
7,1,1,1,0,34,79,20,0,36
7,1,1,1,0,35,OTHERS,20,0,36
7,1,1,1,0,18,26,39,0,36
7,1,1,1,0,50,26,44,0,36
7,1,1,1,0,22,OTHERS,41,0,36
7,1,1,1,0,77,56,37,0,36
7,1,1,1,0,49,57,23,0,36
7,1,1,1,0,67,OTHERS,20,0,36
7,1,1,1,0,18,140,27,0,44
7,1,1,1,0,20,53,28,0,36
7,1,1,1,0,7,4,27,0,36
7,1,1,1,0,8,26,28,0,36
7,1,1,1,0,24,OTHERS,65,0,28
7,1,1,1,0,68,OTHERS,45,0,36
7,1,1,1,0,21,OTHERS,27,0,36
7,1,1,10,0,27,OTHERS,21,0,36
7,1,1,10,0,107,OTHERS,12,0,36
7,1,1,10,0,31,OTHERS,31,0,36
7,1,1,10,0,16,26,40,0,36
7,1,1,10,0,65,79,26,0,36
7,1,1,10,0,42,56,80,0,36
7,1,1,10,0,65,OTHERS,44,0,36
7,1,1,10,0,44,OTHERS,10,0,36
7,1,1,10,0,22,102,18,0,36
7,1,1,10,0,22,118,28,0,36
7,1,1,10,0,53,140,15,0,34
7,1,1,10,0,23,140,37,0,36
7,1,1,10,0,12,OTHERS,10,0,55
7,1,1,10,0,2,OTHERS,10,0,36
7,1,1,10,0,20,4,37,0,36
7,1,1,10,0,7,OTHERS,24,0,36
7,1,1,10,0,2,79,10,0,36
7,1,1,10,0,2,118,10,0,36
7,1,1,10,0,74,140,71,0,31
7,1,1,10,0,10,57,12,0,33
7,1,1,10,0,31,53,20,0,36
7,1,1,10,0,8,53,28,0,36
7,1,1,10,0,16,OTHERS,13,0,36
7,1,1,10,0,30,129,16,0,36
7,1,1,10,0,5,102,21,0,36
7,1,1,10,0,7,OTHERS,67,0,36
7,1,1,10,0,2,79,10,0,36
7,1,1,10,0,4,4,30,0,36
7,1,1,10,0,9,129,12,0,36
7,1,1,10,0,18,140,64,0,55
7,1,1,10,0,7,79,10,0,36
7,1,1,10,0,10,129,10,0,36
7,1,1,10,0,50,129,20,0,36
7,1,1,10,0,36,79,10,0,36
7,1,1,10,0,64,57,10,0,43
7,1,1,0,0,15,129,20,0,27
7,1,1,0,0,3,118,20,0,36
7,1,1,0,0,2,79,20,0,36
7,1,1,0,0,51,26,67,0,36
7,1,1,0,0,63,140,60,0,27
7,1,1,0,0,34,26,31,0,36
7,1,1,0,0,53,102,20,0,36
7,1,1,0,0,41,56,20,0,44
7,1,1,0,0,30,118,34,0,36
7,1,1,0,0,20,OTHERS,22,0,36
7,1,1,0,0,65,140,25,0,36
12,0,1,25,0,5,OTHERS,15,6,36
11,1,1,20,0,28,140,0,50.7,31
11,1,1,20,0,28,140,78,50.7,31
11,1,1,20,0,28,140,78,50.7,34
11,1,1,20,0,34,OTHERS,25,16.25,31
11,1,1,20,0,34,OTHERS,25,16.25,35
11,1,1,20,0,34,OTHERS,25,16.25,36
13,0,1,22,0,22,118,2.76,0.77,48
13,0,1,22,0,14,118,1.35,0.38,48
13,0,1,22,0,22,118,4.12,1.16,48
13,0,1,22,0,13,118,6.95,1.95,48
9,0,1,8,0,65,79,22,7.7,39
9,0,1,8,0,59,53,26,9.1,33
9,0,1,8,0,36,OTHERS,0,14,27
9,0,1,8,0,3,OTHERS,18,6.3,36
9,0,1,8,0,4,26,22,7.7,32
9,0,1,8,0,10,129,30,10.5,37
9,0,1,8,0,67,102,33,11.55,47
9,0,1,8,0,22,26,44,15.4,31
9,0,1,8,0,25,57,18,6.3,29
9,0,1,8,0,66,53,26,9.1,36
9,0,1,8,0,43,26,35,12.25,50
9,0,1,25,0,43,OTHERS,87,30.45,33
9,0,1,25,0,13,140,27,42.35,42
2,0,1,9,0,17,118,16,4,41
2,0,1,9,0,13,118,20,5,27
2,0,1,9,0,88,118,81,20.25,23
2,0,1,9,0,11,118,33.5,8.38,28
2,0,1,9,0,7,118,21,5.25,51
2,0,1,9,0,34,118,68.5,17.13,42
2,0,1,9,0,88,118,0,17.13,23
2,0,1,9,0,7,118,16,4,53
2,0,1,9,0,22,118,32.4,8.1,45
2,0,1,9,0,15,118,53,13.25,36
2,0,1,9,0,53,118,20,5,28
2,0,1,9,0,115,118,33.5,8.38,40
2,0,1,9,0,64,118,60,15,24
2,0,1,9,0,115,118,33.5,8.38,35
2,0,1,9,0,25,118,27,6.75,43
2,0,1,17,0,10,118,78,19.5,33
2,0,1,17,0,44,118,62,15.5,31
2,0,1,17,0,40,118,81.5,20.38,46
2,0,1,17,0,16,118,39,9.75,36
2,0,1,17,0,15,118,29.5,7.38,28
2,0,1,17,0,57,118,72,18,26
2,0,1,17,0,6,118,27,6.75,23
2,0,1,17,0,20,118,62,15.5,54
2,0,1,17,0,5,118,22.5,5.63,34
2,0,1,17,0,10,118,39,9.75,36
2,0,1,4,0,22,118,27,54,36
2,0,1,4,0,22,118,27,54,29
2,0,1,4,0,22,118,27,48.3,25
2,0,1,4,0,22,118,27,54,34
2,0,1,4,0,22,118,27,40.25,54
6,1,1,16,0,30,79,39.6,23.76,39
6,1,1,16,0,9,79,29.7,17.82,31
6,1,1,16,0,39,4,27,59.4,40
6,1,1,16,0,20,OTHERS,0,41.58,28
6,1,1,16,0,57,OTHERS,29.7,17.82,30
6,1,1,16,0,20,OTHERS,59.4,35.64,34
6,1,1,16,0,55,OTHERS,69.3,41.58,51
6,1,1,16,0,53,129,49.5,29.7,52
6,1,1,16,0,19,4,59.4,35.64,49
6,1,1,16,0,43,4,69.3,41.58,54
6,1,1,16,0,65,OTHERS,27,59.4,34
6,1,1,16,0,51,OTHERS,59.4,35.64,36
